Sales,Quantity,Discount,Profit,Order_ID,Product_ID
99.488,2,0.2,8.7052,CA-2016-141957,OFF-ST-10004340
14.62,2,0,6.8714,CA-2016-142405,OFF-LA-10004093
53.984,14,0.2,17.5448,CA-2016-142405,OFF-BI-10004728
389.97,3,0,132.5898,CA-2016-142405,TEC-AC-10003095
355.36,4,0,92.3936,CA-2015-141012,FUR-FU-10003192
140.376,3,0.2,8.7735,CA-2015-141012,TEC-PH-10004522
15.84,2,0.2,5.544,CA-2017-127922,OFF-EN-10003068
8.448,2,0.2,2.64,CA-2017-127922,OFF-PA-10001204
12.96,2,0,6.2208,CA-2016-146318,OFF-PA-10003953
57.408,6,0.2,5.7408,CA-2014-135993,TEC-PH-10001552
27.6,4,0,2.208,CA-2014-135993,TEC-AC-10004877
38.976,3,0.6,-50.6688,CA-2014-126802,FUR-FU-10000193
20.44,7,0,9.198,CA-2016-143924,OFF-FA-10000735
109.92,2,0,53.8608,CA-2016-143924,OFF-PA-10002120
6.38,1,0,2.9348,CA-2016-141551,OFF-BI-10001249
6.48,1,0,3.1104,CA-2016-141551,OFF-PA-10001569
15.84,3,0,7.128,CA-2014-164315,OFF-PA-10004248
1049.93,7,0,293.9804,CA-2014-164315,TEC-PH-10001128
154.9,5,0,40.274,CA-2014-164315,OFF-AP-10003842
98.352,3,0.2,35.6526,CA-2015-131072,OFF-BI-10002794
14.32,5,0.2,5.191,CA-2014-131541,OFF-FA-10000621
129.888,6,0.2,12.9888,CA-2014-131541,FUR-FU-10003623
48.944,7,0.2,16.5186,CA-2014-131541,OFF-EN-10000781
275.058,3,0.3,-90.3762,CA-2015-119550,FUR-CH-10002044
27.36,9,0,9.3024,US-2015-138093,OFF-AR-10000817
44.75,5,0,20.585,US-2015-138093,OFF-PA-10001509
134.99,1,0,36.4473,US-2015-138093,TEC-PH-10004667
26.4,5,0,12.672,US-2015-138093,OFF-PA-10000143
542.94,3,0,141.1644,US-2015-138093,FUR-CH-10000785
71.088,2,0.2,-1.7772,CA-2016-126165,FUR-TA-10001676
27.396,9,0.8,-42.4638,CA-2017-126123,OFF-BI-10000309
13.456,1,0.8,-23.548,CA-2017-126123,OFF-BI-10004224
11.84,1,0.2,4.44,CA-2016-143441,OFF-LA-10002312
35.88,6,0,17.5812,CA-2017-148320,OFF-PA-10003022
40.752,3,0.2,15.282,CA-2016-125661,OFF-EN-10001532
139.96,5,0.2,-22.7435,CA-2016-125661,TEC-AC-10004855
2.624,1,0.2,0.2952,US-2014-123519,OFF-AR-10003829
136.53,1,0.4,-52.3365,US-2014-123519,FUR-TA-10002645
263.96,1,0.2,42.8935,US-2014-123519,TEC-AC-10003033
11.64,3,0,3.3756,CA-2014-155593,OFF-SU-10002522
40.176,3,0.2,14.5638,CA-2017-136000,OFF-BI-10004828
79.44,3,0,30.1872,US-2015-160857,FUR-FU-10001095
357.93,3,0,7.1586,US-2015-160857,OFF-SU-10000157
127.764,2,0.1,21.294,US-2015-160857,FUR-CH-10002647
2799.944,7,0.2,1014.9797,US-2015-160857,TEC-CO-10004115
19.44,3,0,9.3312,US-2015-160857,OFF-PA-10003363
36.792,1,0.2,4.1391,CA-2017-115805,TEC-PH-10003092
5.94,3,0,1.6038,US-2014-143707,TEC-PH-10003655
177.55,5,0,47.9385,CA-2017-116939,OFF-ST-10001476
619.95,5,0,111.591,CA-2015-124107,TEC-AC-10002049
29.16,3,0,8.4564,CA-2015-124107,TEC-PH-10003875
57.96,7,0,27.2412,CA-2015-124107,OFF-EN-10003286
29.403,3,0.1,5.2272,CA-2015-124107,OFF-AP-10003971
81.4,5,0,21.164,CA-2017-126550,OFF-ST-10001031
8.72,5,0.2,2.289,CA-2015-138674,OFF-FA-10000304
91.176,3,0.2,4.5588,CA-2015-138674,TEC-AC-10000358
159.968,4,0.2,29.994,CA-2015-138674,TEC-AC-10002800
12.96,2,0,6.2208,CA-2016-165820,OFF-PA-10004735
331.536,3,0.2,-82.884,CA-2014-103191,OFF-ST-10002574
899.91,9,0,395.9604,CA-2015-103933,TEC-AC-10004171
946.344,7,0.2,118.293,CA-2015-110548,TEC-PH-10002922
178.11,3,0,32.0598,CA-2017-117324,TEC-AC-10003023
1089.75,3,0,305.13,CA-2017-117324,OFF-AP-10003590
61.06,2,0,28.0876,CA-2017-117324,OFF-LA-10003510
459.92,4,0,41.3928,CA-2017-117324,FUR-BO-10003159
27.52,4,0,12.6592,CA-2017-117324,OFF-PA-10002713
638.82,9,0,185.2578,CA-2017-143574,FUR-BO-10002598
30.69,3,0,7.9794,CA-2017-143574,OFF-SU-10002537
25.16,2,0,8.5544,CA-2017-143574,FUR-FU-10003976
13.92,3,0.2,4.872,CA-2014-111773,OFF-BI-10000174
19.36,2,0,9.2928,CA-2014-148614,OFF-PA-10002893
19.3,2,0,5.79,CA-2014-148614,FUR-FU-10003194
38.376,3,0.2,13.4316,CA-2017-156139,OFF-BI-10004233
12.96,2,0,6.3504,US-2017-147886,OFF-PA-10000232
26.48,1,0,10.0624,US-2017-147886,FUR-FU-10001095
532.72,2,0.2,53.272,US-2017-147886,TEC-MA-10004679
26.72,4,0,12.8256,US-2017-147886,OFF-PA-10003651
20.04,3,0,9.6192,US-2017-147886,OFF-PA-10000743
795.48,7,0,7.9548,US-2017-147886,OFF-ST-10002743
21.56,7,0,6.8992,US-2017-147886,FUR-FU-10003829
249.584,2,0.2,31.198,CA-2016-113733,TEC-PH-10002496
68.112,3,0.2,17.8794,CA-2016-113733,TEC-AC-10002473
16.56,3,0.2,-2.484,CA-2016-113733,TEC-AC-10004877
74.95,5,0,36.7255,CA-2017-104913,TEC-PH-10000923
355.455,3,0.5,-184.8366,CA-2014-145800,FUR-TA-10001539
44.4,3,0,22.2,CA-2016-125850,OFF-LA-10003498
20.65,5,0,9.499,CA-2016-125850,OFF-LA-10004484
866.4,4,0,225.264,CA-2016-118514,FUR-CH-10000015
5.56,2,0,1.4456,CA-2015-150749,OFF-AR-10003732
3.16,4,0.8,-8.532,CA-2014-163748,OFF-AP-10004052
1999.96,5,0.2,624.9875,CA-2014-163748,TEC-CO-10002095
46.152,3,0.2,12.1149,CA-2015-119634,FUR-FU-10004270
32.985,3,0.5,-1.9791,CA-2015-149300,TEC-MA-10000423
481.32,4,0,125.1432,US-2016-111528,OFF-ST-10001526
6.384,1,0.2,2.1546,US-2016-111528,OFF-BI-10002194
542.94,3,0,152.0232,CA-2017-158169,OFF-AP-10000828
54.92,4,0,19.7712,CA-2017-158169,FUR-FU-10001473
1448.82,10,0.1,209.274,CA-2015-162047,FUR-CH-10004983
353.88,6,0,17.694,CA-2015-117772,OFF-ST-10003994
333.576,3,0.2,25.0182,US-2014-126340,TEC-PH-10004447
60.144,6,0.2,20.2986,CA-2016-149685,OFF-LA-10004545
85.2,6,0.2,20.235,CA-2017-126396,TEC-AC-10003116
3.15,1,0,1.512,CA-2015-154900,OFF-LA-10001641
22.72,4,0,10.224,CA-2015-154900,OFF-PA-10002377
14.91,3,0,4.6221,CA-2015-103835,FUR-FU-10000010
1158.12,4,0,335.8548,CA-2015-103835,OFF-AP-10002651
599.99,1,0,233.9961,CA-2015-158939,TEC-CO-10002313
23.968,2,0.2,2.3968,CA-2016-117408,OFF-ST-10001580
638.288,7,0.2,-31.9144,CA-2016-142398,FUR-CH-10001545
13.208,1,0.2,4.6228,CA-2016-142398,OFF-BI-10004826
15.528,3,0.2,5.823,CA-2016-105277,OFF-BI-10000301
104.85,1,0,50.328,CA-2016-112060,OFF-PA-10000994
30.48,3,0,7.9248,CA-2014-105270,OFF-AR-10003156
112.648,1,0.2,11.2648,CA-2014-105270,FUR-CH-10000988
71.976,3,0.2,24.2919,US-2015-159513,TEC-MA-10003329
2.21,1,0,0.5967,CA-2015-155586,OFF-AR-10001547
15.52,4,0,7.4496,CA-2015-155586,OFF-EN-10003072
36.44,4,0,16.398,CA-2015-155586,OFF-PA-10000726
217.764,6,0.7,-384.7164,CA-2017-141117,FUR-BO-10001972
39.072,6,0.2,4.3956,CA-2017-141117,OFF-SU-10004664
22.638,7,0.7,-16.6012,CA-2017-141117,OFF-BI-10003676
95.144,7,0.2,10.7037,CA-2017-141117,OFF-AR-10003727
12.32,5,0.2,1.848,CA-2017-115070,FUR-FU-10003829
4.419,3,0.7,-3.0933,CA-2017-115070,OFF-BI-10003712
35,7,0,16.8,CA-2017-140186,OFF-FA-10002280
72.784,1,0.2,0,CA-2017-140186,FUR-CH-10002961
97.84,2,0,25.4384,CA-2017-140186,OFF-AP-10002578
51.75,1,0,15.525,CA-2017-140186,FUR-FU-10004848
46.672,2,0.2,16.3352,CA-2017-140186,OFF-BI-10003364
1395.54,9,0,362.8404,CA-2014-124856,OFF-ST-10002615
117.36,4,0,36.3816,CA-2014-124856,FUR-FU-10000521
18.9,3,0,8.694,CA-2014-124856,OFF-LA-10000121
77.52,2,0,37.9848,CA-2014-124856,OFF-PA-10001289
421.372,2,0.3,-6.0196,CA-2014-166716,FUR-CH-10004495
575.968,4,0.2,43.1976,CA-2014-123225,TEC-PH-10000895
10.368,2,0.2,3.6288,CA-2014-123225,OFF-PA-10000552
15.984,2,0.2,1.1988,CA-2015-163440,TEC-PH-10000376
10.272,3,0.2,1.1556,US-2017-106796,OFF-AR-10003504
61.792,4,0.2,6.1792,CA-2017-113873,OFF-ST-10000943
205.9992,3,0.32,-27.2646,CA-2017-113873,FUR-BO-10003441
12.192,3,0.2,4.1148,CA-2016-149783,OFF-PA-10002195
87.168,2,0.2,8.7168,CA-2016-149783,OFF-AP-10001205
31.744,2,0.2,8.3328,CA-2016-149783,OFF-AR-10002987
132.224,4,0.2,-18.1808,CA-2016-125017,FUR-FU-10000723
105.52,4,0,48.5392,US-2015-163279,OFF-PA-10003127
91.96,2,0,15.6332,US-2015-163279,FUR-FU-10000747
1487.976,3,0.2,185.997,US-2015-163279,TEC-PH-10001795
19.44,3,0,9.3312,CA-2015-150196,OFF-PA-10003797
11.672,1,0.2,-0.7295,US-2015-106495,TEC-AC-10002718
279.96,4,0,78.3888,CA-2014-124730,TEC-PH-10002170
12.912,3,0.2,4.6806,CA-2014-124730,OFF-BI-10001078
17.088,4,0.2,5.7672,CA-2014-124730,OFF-BI-10001031
93.15,9,0,44.712,CA-2014-124730,OFF-LA-10001158
11.52,4,0,5.6448,CA-2014-124730,OFF-LA-10001613
238.62,2,0,4.7724,CA-2017-117632,OFF-SU-10000157
7.77,1,0,2.0979,CA-2017-117632,OFF-AP-10004868
285.48,5,0.2,-10.7055,CA-2017-117632,FUR-TA-10001520
19.168,4,0.2,6.4692,CA-2017-117632,OFF-BI-10001900
26.136,3,0.2,1.9602,CA-2014-115056,OFF-AP-10003971
419.4,4,0,201.312,CA-2017-161067,OFF-PA-10000418
90.801,1,0.1,14.1246,CA-2017-161067,FUR-CH-10004626
181.764,2,0.1,-8.0784,CA-2017-161067,FUR-CH-10004860
5.56,2,0,2.224,CA-2017-161067,OFF-AR-10003251
581.96,2,0,104.7528,CA-2016-122063,FUR-TA-10004575
29.98,1,0,8.0946,CA-2016-122063,FUR-CH-10004754
519.96,4,0,176.7864,CA-2015-111206,TEC-AC-10003095
6.264,3,0.2,2.0358,CA-2016-142895,OFF-LA-10000262
363.92,5,0.2,0,CA-2016-142895,FUR-CH-10002961
64.2,5,0.7,-42.8,CA-2015-101868,OFF-BI-10003876
38.52,3,0.7,-26.964,CA-2015-101868,OFF-BI-10002133
72.6,5,0.2,-8.1675,CA-2015-101868,TEC-AC-10004396
57.568,4,0.2,5.7568,CA-2017-133207,TEC-PH-10004100
83.7,5,0,3.348,CA-2015-132948,OFF-ST-10000636
32.4,5,0,15.552,CA-2015-134992,OFF-PA-10001972
47.98,2,0,11.0354,CA-2015-134992,FUR-FU-10002554
415.968,4,0.2,51.996,CA-2015-126725,TEC-PH-10003174
304.9,5,0,6.098,CA-2015-126725,OFF-ST-10001418
80.96,4,0,29.1456,CA-2015-126725,FUR-FU-10002813
777.21,7,0,54.4047,CA-2015-126725,OFF-ST-10000129
32.4,5,0,15.552,CA-2015-126725,OFF-PA-10001639
225.568,2,0.2,2.8196,CA-2015-126725,FUR-CH-10001708
36.6,3,0,15.372,CA-2015-126725,FUR-FU-10001591
715.64,2,0,178.91,CA-2015-121783,OFF-AP-10003849
795.51,3,0,143.1918,CA-2015-121783,OFF-ST-10000078
549.99,1,0,274.995,CA-2015-121783,TEC-CO-10001571
74.76,3,0,34.3896,CA-2015-121783,OFF-BI-10001658
29.22,3,0,12.8568,CA-2015-121783,FUR-FU-10004351
9.64,2,0,4.7236,US-2014-138835,OFF-BI-10003314
33.488,7,0.2,-1.2558,CA-2015-112214,OFF-ST-10001505
23.04,3,0.2,-4.896,CA-2015-112214,OFF-SU-10003567
1.362,1,0.8,-2.1792,CA-2015-112214,OFF-BI-10002982
14.76,5,0.6,-11.439,CA-2015-112214,FUR-FU-10002364
239.666,2,0.15,14.098,US-2017-153255,FUR-BO-10004218
301.96,2,0,45.294,CA-2015-108119,FUR-TA-10002530
7.968,2,0.2,2.8884,CA-2015-157434,OFF-PA-10001526
109.92,2,0,53.8608,CA-2016-101525,OFF-PA-10001497
19.44,3,0,9.3312,CA-2016-101525,OFF-PA-10003936
11.16,2,0,4.3524,CA-2016-101525,OFF-AR-10000716
79.47,3,0,22.2516,US-2014-117968,OFF-AP-10002765
4.56,2,0,2.0064,US-2014-117968,OFF-AR-10004165
1133.35,5,0,294.671,US-2014-117968,FUR-CH-10002335
4.672,1,0.2,0.584,CA-2016-158211,OFF-AR-10004078
104.58,6,0.7,-80.178,CA-2016-158211,OFF-BI-10002026
1603.136,4,0.2,100.196,CA-2016-152247,FUR-CH-10001215
1293.488,7,0.2,80.843,CA-2016-128223,FUR-TA-10001771
127.95,3,0,21.7515,CA-2016-154235,FUR-FU-10004006
59.76,1,0,16.7328,CA-2017-129910,OFF-ST-10003282
108.08,7,0,54.04,CA-2017-133095,OFF-BI-10002353
9.54,3,0,4.3884,CA-2017-133095,OFF-BI-10004141
11.736,3,0.2,1.0269,CA-2015-130554,OFF-AR-10001954
447.86,7,0,219.4514,CA-2014-152443,OFF-BI-10001071
17.94,3,0,8.7906,CA-2014-152443,OFF-PA-10003022
245.88,6,0,68.8464,CA-2014-152443,OFF-AP-10001293
192.16,4,0,92.2368,CA-2016-133319,OFF-PA-10001815
801.568,2,0.2,50.098,CA-2016-133935,FUR-CH-10001215
368.91,9,0,180.7659,CA-2016-133935,OFF-PA-10000100
885.528,9,0.2,-99.6219,CA-2016-133935,FUR-CH-10002880
28.28,2,0,7.3528,CA-2016-136301,FUR-FU-10004712
4912.59,3,0,196.5036,CA-2016-136301,OFF-SU-10000151
14.352,3,0.2,5.0232,US-2014-109456,OFF-BI-10000136
179.97,3,0,86.3856,US-2014-109456,TEC-AC-10003610
42.76,1,0,11.1176,CA-2017-151596,OFF-ST-10001837
45.68,2,0,21.0128,CA-2015-147879,OFF-PA-10001952
25.06,2,0,11.7782,CA-2016-166625,OFF-BI-10002414
38.432,1,0.2,13.4512,CA-2016-146157,OFF-PA-10001790
21.568,2,0.2,1.6176,CA-2016-146157,OFF-ST-10001590
81.576,3,0.2,2.0394,CA-2016-146157,TEC-AC-10003657
2.78,1,0,1.3622,CA-2017-159954,OFF-BI-10004876
99.87,3,0,23.9688,CA-2017-100825,OFF-ST-10003123
44.4,3,0,22.2,CA-2014-168305,OFF-LA-10003498
21.4,5,0,9.63,CA-2014-168305,OFF-PA-10004947
71.12,4,0,22.0472,CA-2016-167682,FUR-FU-10003799
259.96,4,0,124.7808,CA-2016-167682,TEC-PH-10000673
9.78,1,0,4.89,CA-2017-108000,OFF-EN-10002621
24.192,9,0.2,7.56,CA-2015-146465,OFF-BI-10004528
31.56,3,0,10.4148,CA-2016-159639,FUR-FU-10001889
59.94,3,0,28.1718,US-2017-153948,OFF-PA-10000157
45.36,4,0,22.2264,US-2017-153948,OFF-PA-10002764
26.4,5,0,12.672,US-2017-153948,OFF-PA-10000143
41.4,4,0,19.872,US-2017-153948,OFF-LA-10000414
16.95,1,0,1.017,US-2017-153948,TEC-AC-10003441
24.704,2,0.2,9.264,US-2016-113985,OFF-BI-10002353
59.7,3,0,26.865,US-2016-113985,OFF-AP-10001303
14.52,3,0,5.6628,US-2016-113985,FUR-FU-10003026
104.184,3,0.2,33.8598,US-2016-113985,OFF-BI-10000632
46.53,3,0,13.0284,CA-2016-155383,OFF-ST-10001328
25.5,3,0,6.63,CA-2014-120432,OFF-SU-10004661
14.9,5,0,1.043,US-2015-126977,OFF-ST-10000617
87.71,7,0,41.2237,US-2015-126977,OFF-LA-10002762
199.764,2,0.1,8.8784,US-2015-126977,FUR-CH-10001973
94.6,4,0,27.434,US-2015-126977,OFF-ST-10003058
4228.704,6,0.2,158.5764,US-2015-126977,FUR-BO-10004834
2003.92,5,0.2,-25.049,US-2015-126977,FUR-BO-10002213
209.97,3,0,58.7916,US-2015-126977,TEC-PH-10002170
659.9,2,0,217.767,US-2015-126977,TEC-AC-10003033
110.96,2,0,53.2608,US-2015-126977,OFF-PA-10004071
67.8,4,0,1.356,US-2015-126977,TEC-PH-10000169
313.176,2,0.4,-120.0508,CA-2016-130288,FUR-TA-10002958
22.96,7,0,6.6584,CA-2017-146458,OFF-AR-10001177
1099.5,10,0,362.835,CA-2017-150420,TEC-AC-10004975
1215.92,8,0,316.1392,US-2014-118997,FUR-TA-10001086
7.31,1,0,3.4357,CA-2014-114314,OFF-LA-10000240
8.92,4,0,3.9248,CA-2014-114314,FUR-FU-10002107
87.21,3,0.5,-45.3492,US-2017-169551,FUR-BO-10001519
15.552,3,0.2,5.4432,US-2017-169551,OFF-PA-10004100
683.988,2,0.4,-113.998,US-2017-169551,TEC-PH-10001363
13.392,3,0.2,1.0044,US-2017-169551,OFF-ST-10004835
16.776,3,0.2,4.8231,US-2017-169551,TEC-AC-10002018
527.92,2,0.2,85.787,US-2017-169551,TEC-AC-10003033
25.4,5,0,8.636,CA-2016-103107,FUR-FU-10000221
177.48,3,0.2,19.9665,CA-2016-103107,TEC-PH-10001198
71.976,3,0.2,8.997,CA-2016-103107,TEC-PH-10002564
95.992,1,0.2,9.5992,CA-2017-122077,TEC-PH-10003811
13.216,4,0.2,4.2952,CA-2017-122077,OFF-LA-10004178
435.84,12,0,130.752,CA-2017-112431,TEC-AC-10001465
5.88,2,0,1.5876,CA-2017-112431,OFF-AR-10000940
211.168,4,0.2,18.4772,CA-2016-151092,TEC-PH-10001700
6.28,1,0,2.6376,CA-2014-104178,FUR-FU-10000771
95.1,5,0,30.432,CA-2014-104178,TEC-AC-10002399
25.92,4,0,12.4416,CA-2014-104178,OFF-PA-10004983
48.84,4,0,13.1868,CA-2014-104178,OFF-ST-10004258
25.9,5,0,12.691,CA-2015-115924,OFF-BI-10004040
42.68,4,0,19.6328,CA-2017-161046,OFF-EN-10003862
299.97,3,0,125.9874,CA-2017-161046,TEC-AC-10004571
262.24,2,0,78.672,CA-2017-161046,OFF-AP-10000891
234.36,6,0,112.4928,CA-2017-161046,OFF-BI-10002026
20.736,4,0.2,7.2576,US-2017-141698,OFF-PA-10001826
10.5,5,0,2.94,US-2014-105151,OFF-AR-10001231
23.968,2,0.2,7.7896,CA-2014-155796,FUR-FU-10000409
521.96,4,0.5,-250.5408,CA-2014-155796,FUR-BO-10002545
676.55,5,0,6.7655,CA-2016-127138,OFF-ST-10002756
154.9,5,0,40.274,CA-2016-127138,OFF-AP-10003842
30.56,4,0,14.9744,CA-2016-127138,OFF-EN-10004459
770.352,3,0.2,77.0352,CA-2016-127138,FUR-CH-10003746
21.12,4,0,6.5472,CA-2017-150602,FUR-FU-10003142
575.928,9,0.2,57.5928,CA-2014-140732,TEC-PH-10001425
7.78,2,0,2.0228,CA-2014-140732,OFF-AP-10001626
123.92,4,0,55.764,CA-2014-140732,OFF-PA-10003625
17.22,3,0,5.166,CA-2017-119011,OFF-SU-10004768
226.56,6,0,63.4368,CA-2017-119011,OFF-ST-10000777
107.88,3,0.2,10.788,CA-2017-119011,TEC-PH-10003171
81.98,2,0,40.1702,CA-2016-166912,OFF-PA-10001033
104.85,1,0,50.328,CA-2014-141726,OFF-PA-10000418
8.704,2,0.2,3.1552,CA-2014-141726,OFF-BI-10001982
19.92,4,0,9.7608,CA-2014-141726,OFF-PA-10002230
43.02,3,0,15.4872,CA-2014-141726,FUR-FU-10003577
240.784,1,0.2,30.098,CA-2017-115105,FUR-BO-10001811
414.96,2,0,124.488,CA-2015-143980,OFF-AP-10003779
387.72,5,0.2,-67.851,CA-2016-135636,OFF-ST-10000676
360.38,2,0,93.6988,CA-2017-102155,OFF-ST-10001496
13.56,2,0,6.2376,CA-2017-102155,OFF-PA-10003673
552,10,0.2,34.5,CA-2017-116953,TEC-PH-10004614
429.9,5,0,111.774,CA-2014-117765,FUR-TA-10001039
32.06,2,0,15.3888,CA-2014-117765,OFF-BI-10000474
161.96,2,0,45.3488,CA-2014-117765,FUR-CH-10004698
19.86,2,0,5.7594,CA-2014-117765,OFF-ST-10003327
12.96,2,0,6.3504,CA-2016-114895,OFF-PA-10000232
20.544,6,0.2,6.42,CA-2017-112984,OFF-PA-10003657
185.58,6,0,76.0878,CA-2016-163776,FUR-FU-10001185
77.56,2,0,35.6776,CA-2016-163776,OFF-BI-10003007
87.92,4,0,0.8792,CA-2016-163776,OFF-ST-10002485
245.94,6,0,120.5106,CA-2016-163776,OFF-PA-10001033
8.6,1,0,4.042,CA-2016-163776,OFF-BI-10000404
504.9,5,0,126.225,CA-2016-163776,FUR-BO-10003546
2357.488,7,0.2,884.058,US-2017-163300,OFF-BI-10004390
369.544,7,0.2,32.3351,US-2017-163300,TEC-PH-10001700
184.752,3,0.2,-20.7846,US-2017-163300,FUR-CH-10003396
64.96,5,0.2,-4.06,CA-2016-162187,OFF-ST-10001558
13.52,2,0.2,1.69,CA-2016-162187,OFF-SU-10004782
458.43,5,0.3,-137.529,CA-2016-162187,FUR-CH-10003298
387.136,4,0.2,24.196,CA-2016-162187,OFF-AP-10000576
328.59,3,0.4,-147.8655,CA-2016-162187,FUR-TA-10003008
338.352,3,0.2,4.2294,US-2014-112991,FUR-CH-10001708
25.92,4,0,12.4416,US-2014-112991,OFF-PA-10000019
91.36,4,0,42.0256,US-2014-112991,OFF-PA-10002222
87.96,3,0.2,7.6965,CA-2014-124079,FUR-FU-10002553
5.214,2,0.7,-4.1712,CA-2014-124079,OFF-BI-10002103
12.294,1,0.7,-8.6058,US-2017-146878,OFF-BI-10002794
19.76,4,0,8.2992,CA-2017-107244,FUR-FU-10002597
109.764,2,0.1,8.5372,CA-2015-100657,FUR-CH-10003535
128.85,3,0,3.8655,CA-2017-129581,TEC-PH-10001527
127.95,3,0,21.7515,CA-2017-129028,FUR-FU-10004006
68.52,3,0,31.5192,CA-2015-135580,OFF-PA-10000595
74.94,3,0,14.2386,CA-2015-135580,OFF-ST-10000798
2548.56,6,0.2,286.713,CA-2015-135580,TEC-MA-10004002
271.44,3,0,122.148,CA-2015-135580,OFF-EN-10003296
287.88,3,0.2,35.985,CA-2015-135580,TEC-PH-10004345
14.9,5,0,7.152,CA-2016-159016,OFF-PA-10004405
4158.912,8,0.2,363.9048,CA-2016-159016,TEC-PH-10002885
91.96,2,0,15.6332,CA-2014-102652,FUR-FU-10000747
33.11,7,0,12.9129,CA-2014-102652,FUR-FU-10001918
19.44,3,0,9.3312,CA-2014-102652,OFF-PA-10003309
55.48,1,0,26.6304,CA-2014-102652,OFF-PA-10001977
91.92,5,0.2,11.49,CA-2014-152422,OFF-AP-10002892
17.34,2,0,4.6818,US-2016-156692,OFF-AP-10002222
71.98,2,0,15.1158,US-2016-156692,TEC-AC-10000158
7.08,3,0.2,2.478,CA-2014-130869,OFF-EN-10002600
69.98,2,0,4.8986,US-2017-128832,TEC-AC-10004855
646.272,8,0.2,64.6272,CA-2017-139717,OFF-AP-10000938
10.368,2,0.2,3.7584,CA-2017-139717,OFF-PA-10002195
8.4,5,0,0.336,CA-2017-136007,OFF-FA-10002701
71.96,5,0.2,25.186,CA-2017-136007,TEC-PH-10003589
18.48,2,0.2,6.006,CA-2016-157364,OFF-AR-10003752
9.84,3,0,2.8536,US-2016-112970,OFF-AR-10003829
239.24,1,0.2,23.924,US-2017-152492,FUR-CH-10000155
21.12,4,0,6.5472,CA-2016-101168,FUR-FU-10003142
54.9,5,0,15.372,CA-2017-104010,OFF-SU-10001218
15.24,3,0,5.1816,CA-2015-130253,FUR-FU-10002963
19.568,2,0.8,-52.8336,US-2015-155369,OFF-AP-10002578
310.392,4,0.8,-512.1468,US-2015-155369,OFF-BI-10003925
42.6,3,0,16.614,CA-2016-131205,FUR-FU-10003347
113.94,6,0,54.6912,CA-2016-131205,OFF-BI-10000315
129.92,4,0,5.1968,CA-2016-131205,OFF-ST-10002583
5.28,3,0,2.5344,CA-2016-131205,OFF-AR-10003469
859.2,3,0.2,75.18,CA-2017-122364,TEC-PH-10001817
506.28,3,0.2,177.198,CA-2017-122364,TEC-MA-10001031
14.368,2,0.2,3.9512,CA-2016-117912,FUR-FU-10002088
314.352,3,0.2,-35.3646,CA-2017-145702,FUR-CH-10001482
27.888,7,0.2,10.1094,CA-2017-145702,OFF-PA-10001526
238.152,3,0.2,89.307,CA-2015-113215,FUR-FU-10002937
692.94,3,0,173.235,CA-2016-154662,FUR-TA-10001771
16.146,9,0.7,-12.9168,CA-2015-105571,OFF-BI-10003305
1345.485,5,0.7,-1031.5385,CA-2015-105571,OFF-BI-10001359
173.488,7,0.2,54.215,CA-2016-152765,OFF-PA-10000483
57.75,5,0,16.17,CA-2015-153878,OFF-AR-10000658
272.4,5,0,76.272,CA-2015-153878,OFF-AP-10001205
11.952,3,0.2,4.0338,CA-2016-124016,OFF-PA-10002586
28,4,0.2,7.7,CA-2016-124016,FUR-FU-10004963
12.201,7,0.7,-9.7608,CA-2016-124016,OFF-BI-10002071
2.068,1,0.8,-3.4122,CA-2016-113551,OFF-BI-10001617
83.84,8,0.2,30.392,CA-2016-113551,OFF-PA-10004665
11.36,2,0,5.3392,CA-2014-107524,OFF-EN-10001990
36.4,5,0,17.472,CA-2014-107524,OFF-PA-10000587
27.968,2,0.2,6.992,CA-2014-138072,TEC-AC-10004859
142.04,4,0,38.3508,CA-2015-134201,OFF-ST-10001476
14.67,3,0,6.0147,CA-2015-134201,OFF-AR-10002804
1199.96,5,0.2,224.9925,CA-2015-111780,TEC-CO-10004202
12.6,3,0,6.174,CA-2015-111780,OFF-PA-10001307
17.94,3,0,8.073,CA-2015-111780,OFF-PA-10001667
23.904,6,0.2,7.7688,CA-2015-119942,OFF-LA-10001569
88.96,8,0.2,10.008,CA-2015-151547,OFF-SU-10000898
518.272,8,0.2,-97.176,CA-2017-166695,FUR-CH-10000225
6.98,1,0,3.3504,CA-2017-166695,FUR-FU-10002191
343.2,1,0.2,38.61,CA-2017-166695,TEC-MA-10003176
17.544,3,0.2,5.9211,CA-2017-167542,OFF-LA-10004093
152.688,2,0.2,-26.7204,CA-2015-120901,OFF-ST-10000025
3.488,2,0.2,0.5668,CA-2015-120901,OFF-FA-10001561
5.888,2,0.2,-1.3248,CA-2015-120901,OFF-SU-10001225
153.552,3,0.2,51.8238,CA-2017-121398,OFF-BI-10001718
270.62,2,0,2.7062,CA-2017-121398,OFF-ST-10002756
468.9,6,0,206.316,CA-2016-151561,TEC-AC-10001432
72.48,2,0,30.4416,CA-2016-151561,TEC-AC-10003399
10.95,3,0,3.285,CA-2016-151561,OFF-SU-10001574
191.82,3,0,61.3824,CA-2016-151561,FUR-FU-10004864
151.056,9,0.2,7.5528,CA-2017-154676,OFF-ST-10001172
25.16,5,0.6,-11.322,US-2014-165589,FUR-FU-10002396
